sex,old,education,work_year,work_month,work_industry,work_kind,work_class,comp_type,contract_term,contract_paper,time_regular,time_is,time_week_offi,time_over,income_when,income_type,income_bonus,income,force,jobin_1,jobin_2,jobin_3,jobin_4,jobin_5,jobin_6,jobin_7,jobin_8,jobin_9,skill_2,skill_3,train,certificate,marriage,religion,wave_month,wave_date,wave_year,seoul,satisfy,tenure,sum_welfare
Male,41,College,2004,11,Building,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,52.0,No,Month,Month,No,368.0,No,Normal,Good,Good,Good,Good,Good,Normal,Good,Good,Suit,Useful,Not Train,No Certificate,Married,No,12,16,2020,No Seoul,1,196.0,5
Female,42,College,2012,1,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,54.0,Yes,Month,Month,No,200.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,Single,Yes,10,27,2020,No Seoul,0,107.0,0
Male,30,College,2009,9,Building,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,250.0,No,Normal,Good,Good,Normal,Good,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,10,25,2020,No Seoul,0,136.0,2
Male,44,High School,2014,6,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Day,No,240.0,No,Normal,Bad,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Low,Useless,Not Train,No Certificate,Single,Yes,5,30,2020,No Seoul,0,73.0,0
Male,28,University,2018,5,Retail,Skill,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,236.0,Yes,Normal,Good,Normal,Good,Good,Normal,Good,Good,Good,Low,Very Useful,Not Train,No Certificate,Single,No,6,1,2020,No Seoul,1,25.0,4
Male,49,College,2011,1,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,500.0,No,Normal,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,6,12,2020,No Seoul,1,115.0,2
Male,46,College,2015,10,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,300.0,No,Bad,Normal,Good,Normal,Good,Good,Good,Good,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,7,30,2020,No Seoul,0,59.0,3
Female,54,High School,2014,3,Retail,Work,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,150.0,Unknown,Normal,Good,Good,Good,Normal,Normal,Good,Good,Good,Low,Very Useless,Did Train,No Certificate,Married,Yes,12,31,2020,No Seoul,0,83.0,3
Male,54,Middle School,2017,1,Building,Skill,Temporary Worker,Freelancer,Unlimited,Received,Regular,Yes,50.0,No,Month,ETC,No,550.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Low,Very Useful,Not Train,No Certificate,Married,Yes,5,18,2020,No Seoul,1,41.0,0
Male,47,College,2015,10,Building,Skill,Day Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Month,No,250.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,1,17,2020,No Seoul,0,52.0,1
Male,35,College,2009,4,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,400.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Married,No,9,21,2020,Seoul,0,140.0,4
Male,51,University,2011,1,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Year,No,280.0,No,Bad,Normal,Good,Good,Good,Good,Normal,Good,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Yes,7,21,2020,No Seoul,1,116.0,5
Female,29,University,2016,6,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Month,No,210.0,No,Very Bad,Very Good,Normal,Bad,Bad,Normal,Very Good,Good,Very Bad,Low,Very Useful,Not Train,No Certificate,Single,No,8,7,2020,No Seoul,1,51.0,5
Male,63,University,2007,8,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,No,43.5062369009892,Unknown,Month,Year,Yes,400.0,No,Normal,Bad,Normal,Normal,Good,Bad,Good,Bad,Bad,Low,Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,1,29,2020,No Seoul,0,152.0,3
Male,59,High School,2008,3,Building,Skill,Day Worker,Private Company,Unlimited,Received,Irregular,Yes,48.0,Yes,Month,Month,No,200.0,No,Normal,Normal,Good,Normal,Normal,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,7,1,2020,No Seoul,1,150.0,5
Male,43,University,2020,12,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,400.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Normal,Suit,Useful,Not Train,No Certificate,Married,No,1,31,2020,Seoul,1,0.0,6
Male,48,Middle School,2016,8,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,80.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,14,2020,Seoul,0,47.0,0
Male,43,University,2016,3,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,400.0,No,Bad,Good,Good,Good,Good,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,7,20,2020,Seoul,0,53.0,3
Male,34,University,2020,12,Computing Data,Expert,Temporary Worker,Private Company,Limited,Received,Regular,Yes,40.0,Yes,Unknown,Time,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,Yes Certificate,Married,No,12,14,2020,No Seoul,1,0.0,0
Male,61,High School,2010,3,Building,Work,Day Worker,Private Company,Limited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,230.0,No,Normal,Bad,Normal,Bad,Normal,Bad,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,5,31,2020,No Seoul,0,125.0,1
Male,31,University,2020,3,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Year,Yes,300.0,No,Normal,Very Good,Good,Good,Good,Very Good,Normal,Very Good,Good,Suit,Very Useful,Not Train,No Certificate,Single,Yes,6,21,2020,Seoul,0,4.0,7
Female,57,High School,2007,2,Retail,Sale,Day Worker,Private Company,Unlimited,Received,Regular,No,43.5062369009892,Unknown,Month,Day,No,60.0,Yes,Normal,Good,Good,Good,Good,Good,Good,Normal,Normal,Low,Useful,Not Train,No Certificate,Married,Yes,5,15,2020,No Seoul,1,162.0,0
Male,30,College,2020,3,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,250.0,No,Normal,Good,Normal,Normal,Good,Normal,Normal,Good,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,6,8,2020,No Seoul,0,3.0,2
Male,52,High School,2014,1,Building,Skill,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,480.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,12,7,2020,No Seoul,0,84.0,2
Female,28,College,2018,3,Retail,Sale,Temporary Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,150.0,No,Bad,Bad,Bad,Bad,Normal,Bad,Normal,Bad,Bad,Low,Useful,Not Train,No Certificate,Single,No,7,3,2020,No Seoul,0,29.0,0
Male,43,College,2018,4,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,200.0,No,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,10,29,2020,No Seoul,0,31.0,1
Male,69,Middle School,2007,7,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,32.0,Yes,Month,Day,No,140.0,No,Normal,Normal,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,7,18,2020,Seoul,0,159.0,1
Male,43,College,2018,4,Building,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,Yes,362.0,Yes,Normal,Good,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Yes,7,26,2020,Seoul,0,28.0,7
Male,49,High School,2020,2,Building,Device,Regular Worker,Private Company,Unlimited,Received,Irregular,Yes,40.0,Yes,Month,Month,No,348.0,No,Normal,Bad,Good,Normal,Normal,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Yes,8,8,2020,Seoul,0,6.0,1
Female,61,High School,2017,7,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,54.0,Yes,Month,Month,No,130.0,No,Normal,Normal,Normal,Good,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,6,28,2020,Seoul,0,36.0,1
Female,45,High School,2019,9,Retail,Work,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Time,Yes,107.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",Yes,7,11,2020,Seoul,0,10.0,1
Male,28,University,2016,10,Building,High Official,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,Yes,236.0,Yes,Normal,Good,Normal,Normal,Normal,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,9,13,2020,Seoul,0,48.0,6
Male,59,High School,2016,3,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,250.0,No,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,No,7,2,2020,Seoul,0,53.0,1
Male,66,Middle School,2009,1,Building,Work,Day Worker,Private Company,Unlimited,Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,200.0,No,Bad,Normal,Normal,Bad,Normal,Bad,Bad,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,12,7,2020,Seoul,0,145.0,1
Female,57,College,2019,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Month,No,246.0,No,Good,Good,Good,Good,Good,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,8,26,2020,Seoul,0,11.0,1
Male,31,University,2015,8,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Year,No,262.0,No,Bad,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,8,26,2020,Seoul,0,62.0,3
Male,43,College,2019,7,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,480.0,No,Bad,Normal,Good,Normal,Bad,Normal,Normal,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Yes,8,12,2020,Seoul,1,14.0,4
Female,50,University,2018,6,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,130.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useless,Not Train,No Certificate,Married,Yes,6,26,2020,Seoul,0,25.0,0
Male,65,College,2004,7,Building,Work,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,150.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Low,Very Useful,Not Train,No Certificate,Married,No,5,24,2020,Seoul,0,194.0,1
Female,75,Under Elementary School,2016,4,Retail,Work,Temporary Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Month,No,149.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",Yes,6,24,2020,Seoul,0,52.0,2
Male,48,University,2019,10,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,485.0,No,Good,Normal,Good,Good,Good,Good,Good,Good,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Yes,6,27,2020,Seoul,0,9.0,3
Male,40,University,2006,7,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Month,No,410.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,26,2020,Seoul,1,169.0,8
Male,43,College,2018,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,72.0,Yes,Month,Month,No,300.0,No,Bad,Normal,Normal,Bad,Bad,Normal,Normal,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,9,22,2020,Seoul,0,24.0,4
Female,67,High School,2010,2,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,120.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Very Useless,Not Train,No Certificate,Married,Yes,7,12,2020,Seoul,0,127.0,2
Male,64,Under Elementary School,2016,1,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,265.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,Married,No,8,18,2020,Seoul,0,56.0,1
Female,75,Under Elementary School,1992,10,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,144.0,No,Normal,Good,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,6,27,2020,Seoul,1,338.0,1
Male,59,High School,2010,11,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,Married,No,11,2,2020,Seoul,0,122.0,1
Male,68,High School,2018,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,100.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,8,9,2020,Seoul,0,32.0,0
Female,35,College,2006,3,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,269.0,Yes,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,Yes,8,10,2020,Seoul,0,176.0,17
Male,50,High School,2018,10,Building,Device,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,382.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,7,19,2020,Seoul,0,22.0,2
Male,50,College,2008,4,Building,Work,Day Worker,Private Company,Unlimited,Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,295.0,No,Bad,Normal,Normal,Normal,Normal,Bad,Bad,Normal,Bad,Low,Very Useful,Not Train,No Certificate,Married,No,6,14,2020,Seoul,0,149.0,2
Female,30,University,2020,5,Computing Data,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,250.0,No,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,9,25,2020,Seoul,0,5.0,3
Male,37,High School,2016,10,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,320.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Normal,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,14,2020,No Seoul,1,45.0,2
Male,32,High School,2011,7,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,300.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,10,14,2020,Seoul,0,113.0,1
Male,37,College,2016,7,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,340.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,No,6,2,2020,Seoul,0,48.0,8
Male,63,High School,2012,10,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,Yes,230.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,Married,No,9,13,2020,Seoul,0,97.0,1
Male,46,"Master, Doctor",2012,12,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,520.0,No,Good,Good,Good,Good,Good,Good,Good,Normal,Good,Suit,Useful,Not Train,No Certificate,Single,Yes,8,3,2020,Seoul,1,93.0,17
Male,60,High School,2019,11,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,340.0,No,Normal,Bad,Normal,Normal,Good,Normal,Normal,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,12,10,2020,Seoul,1,14.0,2
Female,24,High School,2018,12,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,175.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,9,6,2020,Seoul,0,22.0,2
Female,29,University,2019,4,Computing Data,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,208.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Single,No,7,19,2020,Seoul,0,16.0,3
Male,50,High School,2009,5,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,119.0,No,Normal,Good,Normal,Normal,Normal,Very Bad,Normal,Normal,Bad,Low,Very Useless,Not Train,No Certificate,Married,No,7,26,2020,Seoul,0,137.0,1
Female,47,High School,2018,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,66.0,Yes,Month,Month,No,200.0,No,Normal,Good,Good,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,9,2020,Seoul,0,30.0,0
Female,58,High School,2020,3,Building,Semi Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,350.0,Yes,Normal,Normal,Normal,Good,Good,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,5,26,2020,Seoul,0,3.0,6
Male,45,University,2002,2,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,600.0,No,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,11,5,2020,Seoul,0,228.0,12
Female,33,University,2018,8,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,Yes,220.0,No,Normal,Good,Good,Normal,Good,Good,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Single,No,6,22,2020,No Seoul,0,23.0,3
Male,64,Under Elementary School,1975,3,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,150.0,No,Bad,Bad,Normal,Normal,Good,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,10,10,2020,No Seoul,0,555.0,0
Female,41,College,2015,9,Retail,Officer,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,30.0,Yes,Month,Month,No,130.0,No,Normal,Good,Normal,Normal,Good,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,12,3,2020,No Seoul,0,64.0,1
Male,59,College,2015,7,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,60.0,Yes,Month,Month,No,300.0,No,Normal,Good,Good,Good,Good,Normal,Good,Normal,Normal,Suit,Useless,Not Train,No Certificate,Married,No,7,16,2020,No Seoul,0,61.0,1
Female,61,High School,2002,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,140.0,No,Normal,Good,Good,Good,Good,Good,Normal,Good,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,13,2020,No Seoul,0,216.0,3
Male,40,University,2018,12,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,54.0,Yes,Month,Year,Yes,315.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,6,5,2020,No Seoul,1,18.0,4
Female,24,University,2017,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,50.0,Yes,Month,Month,No,180.0,No,Bad,Good,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Very Useless,Not Train,No Certificate,Single,No,7,5,2020,No Seoul,0,34.0,1
Male,56,University,2010,4,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,55.0,Yes,Month,Day,No,300.0,No,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,1,27,2020,No Seoul,1,120.0,1
Male,51,College,2004,8,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,300.0,No,Normal,Normal,Good,Good,Good,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,6,6,2020,No Seoul,0,193.0,4
Male,60,Under Elementary School,2006,11,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,180.0,No,Bad,Bad,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,"Separation, Divorce, Died",No,5,14,2020,No Seoul,0,165.0,0
Male,54,College,2012,2,Building,Skill,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,400.0,No,Normal,Good,Good,Good,Good,Good,Good,Bad,Bad,Suit,Very Useless,Not Train,No Certificate,Married,No,10,20,2020,No Seoul,1,106.0,1
Male,50,High School,2019,2,Building,Work,Day Worker,Freelancer,Unlimited,Not Received,Irregular,Yes,45.0,Yes,Week,Day,No,200.0,No,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,5,19,2020,No Seoul,0,16.0,0
Female,61,College,2019,12,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Month,No,241.0,No,Good,Good,Normal,Good,Normal,Normal,Normal,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Yes,6,22,2020,No Seoul,0,7.0,0
Male,26,University,2019,1,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,240.0,No,Normal,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,24,2020,No Seoul,0,17.0,6
Male,60,College,2018,4,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,Yes,36.0,Yes,Month,Day,No,300.0,No,Good,Good,Good,Normal,Normal,Normal,Good,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,8,3,2020,No Seoul,1,29.0,2
Male,73,High School,2018,11,Retail,Sale,Temporary Worker,Private Company,Limited,Received,Regular,Yes,48.0,Yes,Month,Month,No,94.0,No,Normal,Normal,Normal,Normal,Good,Normal,Good,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,7,9,2020,No Seoul,1,21.0,2
Male,41,High School,2016,4,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,Yes,45.0,Yes,Week,Day,No,360.0,No,Normal,Good,Normal,Bad,Normal,Good,Normal,Normal,Bad,High,Very Useful,Not Train,No Certificate,Married,No,6,16,2020,No Seoul,0,51.0,2
Female,28,High School,2019,3,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,20.0,Yes,Month,Time,No,69.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,6,16,2020,No Seoul,0,16.0,0
Male,46,High School,1997,7,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Year,No,370.0,Yes,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Good,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,9,12,2020,No Seoul,0,282.0,7
Female,20,High School,2020,1,Retail,Officer,Regular Worker,Private Company,Limited,Received,Regular,Yes,40.0,Yes,Month,Month,No,180.0,No,Bad,Normal,Normal,Good,Normal,Normal,Normal,Normal,Bad,Suit,Useless,Not Train,No Certificate,Single,No,10,16,2020,Seoul,0,10.0,3
Female,46,University,2020,7,Computing Data,Semi Expert,Temporary Worker,Government,Limited,Received,Regular,Yes,40.0,Yes,Month,Month,No,230.0,No,Normal,Bad,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,7,25,2020,Seoul,0,1.0,0
Male,29,University,2019,9,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Year,No,250.0,Yes,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Did Train,No Certificate,Married,No,10,11,2020,No Seoul,0,14.0,6
Male,48,High School,2008,3,Building,Skill,Day Worker,Government,Unlimited,Not Received,Irregular,Yes,50.0,Yes,Month,Day,No,400.0,No,Normal,Normal,Bad,Bad,Normal,Normal,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,6,7,2020,No Seoul,0,149.0,2
Male,45,High School,1998,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Year,No,270.0,No,Bad,Good,Good,Good,Normal,Normal,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,6,10,2020,No Seoul,0,273.0,5
Male,57,College,2019,11,Building,Work,Day Worker,Freelancer,Unlimited,Not Received,Irregular,Yes,27.0,Yes,Month,Day,No,150.0,No,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Bad,Bad,Low,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",Yes,9,7,2020,No Seoul,0,10.0,1
